lon,lat,LST,NDVI,NDBI,NDWI,UHI_intensity,veg_deficit,built_density,cell_id
77.03278140145927,28.393500342807776,35.86802432000002,0.29759135842323303,-0.039395708590745926,-0.34423550963401794,2.156428818000002,0.10240864157676699,0.0,0
77.1720202704978,28.393500342807776,33.64972934000002,0.4966452121734619,-0.08568728715181351,-0.500896155834198,-0.06186616199999406,0.0,0.0,1
77.19896972902139,28.393500342807776,34.14534223999999,0.6383505463600159,-0.22515517473220825,-0.5933460593223572,0.4337467379999751,0.0,0.0,2
77.3471917509011,28.393500342807776,35.92613066000001,0.3395792841911316,-0.09427425265312195,-0.34981510043144226,2.214535157999997,0.06042071580886843,0.0,3
77.36066648016289,28.393500342807776,36.70885724000004,0.28589218854904175,-0.03971764072775841,-0.3252237141132355,2.9972617380000273,0.11410781145095827,0.0,4
77.45498958499545,28.393500342807776,34.50423434000004,0.43012914061546326,-0.15068796277046204,-0.4338808059692383,0.7926388380000233,0.0,0.0,5
76.9609161787297,28.397991919228375,37.443731540000044,0.30042561888694763,-0.029088174924254417,-0.3507483899593353,3.7321360380000286,0.09957438111305239,0.0,6
76.9923572136739,28.397991919228375,36.93615556999998,0.34469953179359436,-0.018309466540813446,-0.3933205306529999,3.224560067999967,0.05530046820640566,0.0,7
77.05523928356226,28.397991919228375,37.21985123000002,0.3899768590927124,-0.05840756371617317,-0.4061047434806824,3.5082557280000017,0.01002314090728762,0.0,8
77.19447815260078,28.397991919228375,34.69051643,0.5857627987861633,-0.1633392572402954,-0.5511338114738464,0.9789209279999866,0.0,0.0,9
77.23939391680676,28.397991919228375,34.79818406000004,0.4965862035751343,-0.09327476471662521,-0.48415976762771606,1.0865885580000239,0.0,0.0,10
77.30676756311573,28.397991919228375,37.63855868000002,0.2128092497587204,0.00802581012248993,-0.2655884027481079,3.926963178000001,0.18719075024127962,0.00802581012248993,11
77.37414120942469,28.397991919228375,35.905622540000024,0.44015437364578247,-0.10982382297515869,-0.4233562648296356,2.1940270380000086,0.0,0.0,12
77.00134036651508,28.402483495648973,38.53066190000004,0.26506319642066956,0.011645997874438763,-0.34372678399086,4.819066398000025,0.13493680357933047,0.011645997874438763,13
77.02379824861808,28.402483495648973,36.086777600000005,0.3682921528816223,-0.02689190022647381,-0.39848801493644714,2.375182097999989,0.03170784711837771,0.0,14
77.05074770714167,28.402483495648973,36.73791041000004,0.319051593542099,-0.059575993567705154,-0.3582935631275177,3.0263149080000247,0.08094840645790102,0.0,15
77.06422243640345,28.402483495648973,37.35144500000001,0.3299804925918579,-0.04485071823000908,-0.3779418170452118,3.6398494979999967,0.07001950740814211,0.0,16
77.07769716566524,28.402483495648973,37.71033710000006,0.27439624071121216,0.0011074456851929426,-0.3513455390930176,3.998741598000045,0.12560375928878786,0.0011074456851929426,17
77.08668031850644,28.402483495648973,36.54650129000004,0.3171636760234833,-0.017424795776605606,-0.34861820936203003,2.8349057880000217,0.08283632397651675,0.0,18
77.14507081197421,28.402483495648973,35.27841587,0.4066070020198822,-0.02686038613319397,-0.4365028738975525,1.5668203679999877,0.0,0.0,19
